objectID,x,y,people_total,avg,CI_low,CI_UP,county_level,smoker
6451,-97.486857,35.492399,1084,0.51,51%,52%,40109,558
6452,-96.681753,34.78692,128,0.29,28%,30%,40123,37
6453,-73.417232,41.128973,120,0,0%,0%,9001,0
6454,-72.795346,41.699574,480,0.12,11%,12%,9003,57
6455,-73.519407,41.056264,214,0.17,16%,18%,9001,36
6456,-98.776533,41.493521,23,0.07,6%,9%,31175,2
6457,-81.394125,28.53221,73,0.53,51%,55%,12095,39
6458,-80.203455,25.781734,680,0.52,51%,52%,12086,352
6459,-75.897528,41.235016,181,0.48,47%,49%,42079,87
6460,-74.855955,40.118541,169,0.36,36%,37%,42017,62
6461,-123.818647,46.981323,136,0.65,64%,66%,53027,88
6462,-71.047388,42.423535,1382,0.13,13%,13%,25017,178
6463,-72.602315,42.112256,418,0.17,17%,18%,25013,71
6464,-72.572716,42.104186,356,0.19,18%,19%,25013,66
6465,-80.662098,41.115989,84,0.71,70%,73%,39099,60
6466,-82.920867,34.353244,280,0.54,53%,55%,13147,151
6467,-73.880398,40.661821,2011,0.09,9%,9%,36047,180
6468,-122.510945,37.868588,682,0.37,37%,38%,6041,253
6469,-88.085206,45.807639,131,0.46,45%,47%,26043,60
6470,-71.318563,42.648261,479,0.3,30%,31%,25017,144
6471,-92.100676,32.497264,454,0.48,47%,48%,22073,218
6472,-76.19631,40.685108,320,0.58,57%,59%,42107,186
6473,-73.021125,41.576186,637,0.22,21%,22%,9009,138
6474,-96.369137,33.599233,40,0.53,51%,55%,48147,21
6475,-74.136746,40.728523,560,0.54,53%,54%,34013,300
6476,-73.985523,40.308898,156,0.16,16%,17%,34025,26
6477,-110.967259,32.222576,70,0.4,38%,41%,4019,28
6478,-114.63551,32.727257,832,0.15,14%,15%,4027,121
6479,-122.429521,37.780663,273,0.39,38%,40%,6075,106
6480,-122.433313,37.790098,121,0.49,47%,50%,6075,59
6481,-80.171458,26.146932,291,0.65,65%,66%,12011,190
6482,-81.282793,28.803983,0,0,0%,0%,12117,0
6483,-92.757412,44.98095,51,0.15,14%,17%,55109,8
6484,-91.657582,45.316265,33,0.04,3%,6%,55005,1
6485,-87.954238,45.378997,112,0.28,26%,29%,55075,31
6486,-89.727725,43.476362,68,0.18,17%,19%,55111,12
6487,-90.889968,46.587192,236,0.64,63%,65%,55003,152
6488,-86.877416,35.914836,41,0.02,2%,3%,47187,1
6489,-119.174843,34.270611,121,0.51,49%,52%,6111,61
6490,-90.03171,35.096297,122,0.59,57%,60%,47157,72
6491,-83.231122,33.086167,272,0.61,60%,62%,13009,166
6492,-71.098686,42.13187,46,0.06,5%,7%,25021,3
6493,-73.900883,40.921075,310,0.02,2%,3%,36119,7
6494,-74.002494,40.673897,2989,0.09,9%,9%,36047,264
6495,-73.845451,40.886518,4828,0.09,9%,10%,36005,456
6496,-74.008879,40.676398,3260,0.11,10%,11%,36047,345
6497,-73.936477,40.83067,3894,0.09,9%,9%,36061,365
6498,-73.938161,40.597321,4739,0.15,15%,15%,36047,701
6499,-99.821403,28.681559,379,0.07,6%,7%,48507,25
6500,-93.979767,39.280263,188,0.79,78%,80%,29177,148
6501,-95.411421,35.760022,217,0.72,71%,73%,40101,156
6502,-104.58319,38.28701,659,0.44,43%,44%,8101,287
6503,-86.673705,32.178011,133,0.67,66%,68%,1085,89
6504,-86.333315,31.010178,107,0.74,73%,76%,1039,79
6505,-82.455783,38.412587,174,0.16,15%,17%,54011,28
6506,-80.353492,39.281848,448,0.55,54%,56%,54033,246
6507,-92.433834,41.00836,194,0.53,52%,54%,19179,104
6508,-119.822887,36.721055,224,0.4,39%,41%,6019,89
6509,-122.370234,37.957589,153,0.49,47%,50%,6013,74
6510,-117.315842,34.073634,353,0.2,19%,20%,6071,69
6511,-84.19056,37.999976,322,0.48,47%,48%,21049,153
6512,-89.180154,36.567044,241,0.65,64%,66%,21075,156
6513,-90.040912,35.131982,87,0.57,56%,59%,47157,50
6514,-76.783062,40.870275,300,0.48,48%,49%,42097,144
6515,-79.300818,41.844071,38,0.15,14%,17%,42123,6
6516,-77.760936,40.911381,75,0.52,51%,54%,42027,39
6517,-84.393378,33.677508,0,0,0%,0%,13121,0
6518,-75.547707,39.089555,190,0.54,53%,55%,10001,102
6519,-70.96303,42.250954,337,0.08,7%,8%,25021,26
6520,-75.503273,41.570125,202,0.04,4%,5%,42069,8
6521,-104.821975,41.136922,696,0.52,52%,53%,56021,363
6522,-84.478846,38.048232,71,0.62,60%,63%,21067,44
6523,-73.585288,40.661115,124,0.01,1%,1%,36059,1
6524,-73.862437,41.081767,190,0.02,1%,2%,36119,3
6525,-76.96447,42.880333,298,0.19,18%,20%,36069,57
6526,-85.671563,42.948641,235,0.47,46%,48%,26081,111
6527,-83.309414,43.056747,60,0.1,9%,11%,26087,6
6528,-85.726313,42.899164,418,0.57,56%,58%,26081,237
6529,-99.748402,34.30418,123,0.41,40%,42%,48197,50
6530,-87.053835,45.745561,185,0.55,54%,56%,26041,102
6531,-83.805095,39.900922,140,0.48,46%,49%,39023,67
6532,-82.411849,39.539814,74,0.68,67%,70%,39073,50
6533,-83.129482,41.337682,124,0.55,54%,56%,39143,68
6534,-97.487325,35.507546,668,0.67,67%,68%,40109,450
6534,-97.487325,35.507546,668,0.67,67%,68%,40109,450
6536,-72.956052,41.32914,112,0.39,38%,40%,9009,44
6537,-89.238568,38.009874,108,0.55,53%,56%,17145,59
6538,-111.826882,33.305105,467,0.13,13%,14%,4013,63
6539,-122.385881,37.720018,600,0.5,49%,50%,6075,298
6540,-87.579538,33.188506,329,0.56,55%,57%,1125,184
6541,-86.812031,33.606614,487,0.74,74%,75%,1073,363
6542,-87.807371,41.776036,69,0.06,5%,6%,17031,4
6543,-89.82226,37.91096,387,0.4,39%,41%,17157,155
6544,-90.375052,40.945301,188,0.43,43%,44%,17095,82
6545,-76.835954,40.233038,153,0.39,38%,40%,42043,60
6546,-87.631565,41.778062,216,0.08,7%,8%,17031,17
6547,-88.441313,44.737745,300,0.3,30%,31%,55115,91
6548,-104.976517,39.76784,269,0.37,36%,38%,8031,99
6549,-98.503685,29.344653,113,0.13,12%,14%,48029,15
6550,-83.876625,43.617964,568,0.6,59%,61%,26017,341
6551,-80.209599,25.785019,91,0.01,1%,1%,12086,1
6552,-80.208069,25.789468,46,0.49,47%,51%,12086,23
6553,-93.15708,44.964743,498,0.35,34%,36%,27123,174
6554,-118.46223,33.978898,300,0.3,29%,30%,6037,89
6555,-82.012008,39.97373,106,0.16,16%,17%,39119,17
6556,-82.177018,41.463921,435,0.63,63%,64%,39093,276
6557,-82.675291,38.533895,298,0.76,75%,76%,39087,226
6558,-82.127974,39.365527,85,0.63,62%,65%,39009,54
6559,-85.826581,38.286185,352,0.39,39%,40%,18043,139
6560,-90.033733,40.560841,117,0.4,39%,41%,17057,47
6561,-72.79967,41.671191,609,0.14,14%,14%,9003,86
6562,-78.548252,35.373915,465,0.53,52%,54%,37101,246
6563,-79.91348,37.277623,363,0.7,69%,70%,51770,254
6564,-78.48068,38.025511,250,0.72,71%,73%,51540,180
6565,-77.409003,37.219296,0,0,0%,0%,51730,0
6566,-72.970436,43.609912,221,0.38,37%,39%,50021,84
6567,-122.363173,47.671878,202,0.29,29%,30%,53033,59
6568,-122.293236,47.564044,354,0.2,19%,20%,53033,70
6569,-98.58145,35.547192,32,0.45,42%,47%,40015,14
6570,-96.000702,36.148995,155,0.75,74%,76%,40143,117
6571,-73.867912,40.81866,1709,0.06,6%,6%,36005,106
6572,-79.93959,32.801785,1302,0.68,68%,68%,45019,886
6573,-80.724672,40.048291,29,0.56,54%,59%,54069,16
6574,-82.798779,39.9996,32,0.14,12%,15%,39049,4
6575,-81.983414,33.467343,102,0.31,29%,32%,13245,31
6576,-83.380818,33.952418,259,0.51,50%,51%,13059,131
6577,-80.233692,25.823924,381,0.12,11%,12%,12086,45
6578,-82.54471,27.341102,108,0.25,24%,26%,12115,27
6579,-89.093517,42.295588,0,0,0%,0%,17201,0
6580,-86.73305,31.642643,227,0.53,52%,54%,1013,120
6581,-89.648347,35.567951,524,0.68,68%,69%,47167,358
6582,-97.702151,30.34945,216,0.5,49%,51%,48453,107
6583,-87.40368,41.584752,269,0.57,56%,58%,18089,153
6584,-75.038141,39.395534,95,0.14,13%,15%,34011,13
6585,-74.240653,40.648185,211,0.2,19%,21%,34039,43
6586,-74.816989,38.989925,99,0.39,38%,40%,34009,38
6587,-70.879957,42.559849,270,0.21,20%,21%,25009,55
6588,-70.896193,42.520635,60,0.18,16%,19%,25009,11
6589,-97.553053,35.406345,225,0.4,39%,41%,40109,89
6590,-98.365318,34.897805,51,0.48,46%,50%,40015,25
6591,-122.199333,47.419107,318,0.32,32%,33%,53033,103
6592,-95.952043,41.253559,211,0.76,75%,77%,31055,160
6593,-95.98931,41.310691,98,0.43,41%,44%,31055,42
6594,-98.971911,41.278723,35,0.17,15%,18%,31163,6
6595,-96.661912,40.124389,28,0.11,10%,13%,31067,3
6596,-102.690573,42.685968,17,0.1,8%,12%,31161,2
6597,-85.86868,31.030339,434,0.65,64%,65%,1061,281
6598,-82.181546,36.600882,76,0.76,74%,77%,51520,57
6599,-81.654556,41.492837,1778,0.69,69%,70%,39035,1233
6600,-85.319812,35.045508,135,0.41,39%,42%,47065,55
6601,-86.77081,36.13173,154,0.71,70%,72%,47037,109
6602,-86.584581,35.148774,0,0,0%,0%,47103,0
6603,-84.410107,42.694232,90,0.88,87%,89%,26065,79
6604,-79.781013,34.197604,59,0.83,82%,84%,45041,49
6605,-79.952295,32.812542,533,0.59,58%,60%,45019,314
6606,-83.3234,36.84346,295,0.44,43%,44%,21095,129
6607,-97.336383,32.754482,0,0,0%,0%,48439,0
6608,-103.700315,39.267175,52,0.44,43%,46%,8073,23
6609,-73.940333,40.701813,2360,0.07,7%,7%,36047,157
6610,-84.53806,38.047985,86,0.61,60%,63%,21067,53
6611,-83.643542,32.832822,73,0.5,49%,52%,13021,37
6612,-84.136949,32.194924,0,0,0%,0%,13261,0
6613,-75.548135,39.034939,0,0,0%,0%,10001,0
6614,-79.703939,34.608534,336,0.56,55%,57%,45069,188
6615,-77.153215,39.075232,0,0,0%,0%,24031,0
6616,-75.670256,41.380653,424,0.57,56%,57%,42069,241
6617,-122.274412,47.542604,141,0.04,3%,4%,53033,5
6618,-122.350139,47.690691,0,0,0%,0%,53033,0
6619,-98.384137,29.494351,50,0.38,36%,41%,48029,19
6620,-98.528114,29.399364,154,0.23,22%,24%,48029,35
6621,-122.327647,47.618511,236,0.58,57%,59%,53033,138
6622,-97.970115,29.566562,451,0.32,32%,33%,48187,146
6623,-122.283072,47.539063,74,0.35,34%,37%,53033,26
6624,-67.14184,18.164467,165,0.16,15%,17%,72097,26
6625,-97.942115,38.033888,230,0.53,52%,54%,20155,121
6626,-115.128226,36.177663,477,0.65,65%,66%,32003,311
6627,-114.966988,36.050723,422,0.32,31%,33%,32003,135
6628,-90.813048,43.947085,56,0.67,65%,69%,55081,37
6629,-91.888257,45.829262,43,0.22,20%,24%,55129,9
6630,-87.683844,34.762958,262,0.56,55%,57%,1033,147
6631,-87.695876,34.747202,226,0.77,76%,78%,1033,173
6632,-66.033179,18.415355,416,0.15,15%,16%,72127,63
6633,-82.06268,35.917696,219,0.53,52%,54%,37121,117
6634,-90.085008,38.636152,153,0.58,57%,59%,17163,88
6635,-90.283613,38.651404,139,0.79,78%,80%,29510,110
6636,-90.202189,38.615166,365,0.6,59%,61%,29510,218
6637,-90.202744,38.640156,265,0.63,62%,64%,29510,167
6638,-86.900979,36.502293,674,0.56,55%,57%,47147,378
6639,-88.719621,32.366516,232,0.73,72%,74%,28075,169
6640,-73.704832,42.728051,133,0.09,8%,9%,36001,11
6641,-97.396756,37.262445,95,0.27,25%,28%,20191,25
6642,-90.859851,43.649205,66,0.33,31%,34%,55123,22
6643,-108.267844,32.790844,144,0.26,25%,27%,35017,37
6644,-79.767107,40.576799,76,0.62,61%,64%,42129,47
6645,-92.113414,35.87473,225,0.73,72%,74%,5137,164
6646,-98.455212,41.21545,41,0.19,18%,21%,31093,8
6647,-81.384828,40.843908,523,0.53,52%,54%,39151,279
6648,-75.179595,39.933026,74,0.34,32%,36%,42101,25
6649,-75.191569,39.963072,878,0.42,41%,42%,42101,366
6650,-75.186848,39.988635,20,0.36,33%,39%,42101,7
6651,-75.110167,40.037355,695,0.58,57%,58%,42101,401
6652,-75.936957,40.340669,0,0,0%,0%,42011,0
6653,-89.692283,41.771631,146,0.41,40%,41%,17195,59
6654,-77.12595,41.995992,373,0.44,43%,44%,42117,163
6655,-77.792323,35.925316,0,0,0%,0%,37065,0
6656,-75.449236,43.212627,190,0.54,53%,54%,36065,102
6657,-97.714666,28.888549,119,0.19,18%,20%,48255,22
6658,-93.139041,35.277195,306,0.69,68%,70%,5115,211
6659,-97.595778,38.83488,478,0.43,43%,44%,20169,206
6660,-71.068717,42.430799,141,0.17,16%,18%,25017,24
6661,-71.005342,42.40557,370,0.22,21%,22%,25025,81
6662,-104.169387,47.71269,134,0.31,30%,32%,30083,41
6663,-89.720001,43.280427,73,0.11,10%,12%,55111,8
6664,-84.338082,46.484551,404,0.58,58%,59%,26033,236
6665,-82.701777,34.265342,320,0.54,53%,55%,45007,173
6666,-97.052683,41.443857,89,0.15,14%,16%,31037,13
6667,-89.97724,35.24377,95,0.51,50%,52%,47157,48
6668,-71.478536,42.986123,272,0.35,35%,36%,33011,96
6669,-71.460446,42.987913,195,0.5,50%,51%,33011,98
6670,-122.284935,47.538497,210,0.16,15%,17%,53033,34
6671,-122.351375,47.723411,301,0.04,4%,4%,53033,12
6672,-122.345557,47.612579,119,0.47,45%,48%,53033,56
6673,-122.36344,47.534034,47,0.47,45%,49%,53033,22
6674,-86.805844,36.163001,828,0.49,49%,50%,47037,406
6675,-86.8352,36.163033,750,0.41,41%,41%,47037,307
6676,-90.068253,35.109815,336,0.77,77%,78%,47157,259
6677,-90.046862,35.138885,215,0.86,85%,86%,47157,185
6678,-86.462886,35.487832,294,0.57,56%,58%,47003,168
6679,-86.45822,35.477536,0,0,0%,0%,47003,0
6680,-97.506624,28.040568,210,0.18,17%,19%,48409,37
6681,-97.048903,45.66726,91,0.43,41%,45%,46109,39
6682,-76.899124,35.814438,365,0.71,70%,71%,37117,258
6683,-89.899039,35.337584,226,0.61,60%,62%,47157,138
6684,-80.291093,25.926372,357,0.35,34%,35%,12086,123
6685,-80.497756,25.465841,590,0.51,50%,51%,12086,299
6686,-93.309348,37.24013,406,0.71,70%,71%,29077,287
6687,-83.830941,39.922876,318,0.67,67%,68%,39023,214
6688,-88.048547,30.701471,487,0.42,41%,42%,1097,204
6689,-75.169121,40.116776,166,0.46,45%,47%,42091,76
6690,-75.671293,40.249961,436,0.53,52%,54%,42091,231
6691,-90.238694,39.725681,147,0.6,59%,61%,17137,88
6692,-75.041183,39.394123,107,0.28,27%,29%,34011,30
6693,-89.07223,30.391568,68,0.35,33%,37%,28047,24
6694,-80.877817,35.81191,277,0.63,63%,64%,37097,176
6695,-86.407636,35.842472,461,0.5,49%,50%,47149,229
6696,-86.230083,43.20765,603,0.64,63%,64%,26121,386
6697,-98.063484,40.204115,19,0.47,44%,50%,31129,9
6698,-74.017745,40.212746,412,0.22,22%,23%,34025,92
6699,-74.033881,40.211663,56,0.05,4%,6%,34025,3
6700,-74.482662,40.802115,297,0.07,6%,7%,34027,20
6701,-71.139549,42.476901,311,0.21,20%,22%,25017,65
6702,-92.287883,44.948954,29,0.19,17%,21%,55109,6
6703,-73.477773,40.779872,124,0.06,5%,7%,36059,7
6704,-71.409386,41.741553,157,0.34,33%,35%,44003,53
6705,-97.339048,37.719283,48,0.8,78%,81%,20173,38
6706,-78.694549,43.171331,100,0.38,37%,40%,36063,38
6707,-94.362746,37.84893,336,0.65,64%,65%,29217,217
6708,-70.923243,41.630582,106,0.04,3%,4%,25005,4
6709,-77.412284,36.124212,77,0.72,71%,74%,37083,56
6710,-77.598338,36.415101,216,0.66,65%,67%,37083,142
6711,-79.941486,37.288536,82,0.38,37%,39%,51770,31
6712,-77.628578,43.13367,260,0.25,24%,25%,36055,64
6713,-77.627648,43.170459,210,0.27,26%,28%,36055,57
6714,-94.234985,40.714,29,0.06,5%,7%,19159,2
6715,-73.986066,40.310633,92,0.2,19%,21%,34025,18
6716,-74.0059,40.306896,49,0.29,27%,31%,34025,14
6717,-86.088944,35.477302,148,0.57,56%,58%,47031,85
6718,-93.974598,44.17023,431,0.25,25%,25%,27013,108
6719,-85.769297,35.688828,0,0,0%,0%,47177,0
6720,-73.691498,42.89924,243,0.39,38%,40%,36091,96
6721,-90.044717,35.13367,908,0.75,75%,76%,47157,685
6722,-73.988292,40.683646,2718,0.07,7%,8%,36047,203
6723,-95.223508,41.02038,53,0.12,11%,13%,19137,6
6724,-83.549719,41.657955,544,0.62,62%,63%,39095,338
6725,-90.090496,35.041354,60,0.77,75%,78%,47157,46
6726,-90.035128,35.143623,209,0.82,81%,83%,47157,171
6727,-90.033924,35.163502,155,0.46,45%,47%,47157,71
6728,-90.089595,35.04095,289,0.74,74%,75%,47157,215
6729,-106.772289,32.326956,640,0.26,26%,27%,35013,170
6730,-89.269353,36.113001,295,0.6,59%,61%,47045,177
6731,-97.779258,41.746541,19,0.09,7%,10%,31119,2
6732,-76.498159,37.07711,150,0.31,30%,32%,51700,47
6733,-74.178365,40.745332,127,0.38,37%,39%,34013,48
6734,-74.183334,40.731814,0,0,0%,0%,34013,0
6735,-80.193544,25.838409,634,0.33,33%,34%,12086,212
6736,-80.291051,25.708996,306,0.43,42%,44%,12086,131
6737,-80.227906,25.803128,190,0.04,3%,4%,12086,7
6738,-80.356459,25.609197,617,0.55,55%,56%,12086,342
6739,-73.109538,42.695275,182,0.48,47%,49%,25003,88
6740,-92.282943,34.776964,250,0.7,69%,71%,5119,175
6741,-114.018531,46.839384,139,0.65,63%,66%,30063,90
6742,-88.050321,30.699527,60,0.03,2%,3%,1097,2
6743,-88.049953,30.682072,96,0.12,11%,13%,1097,11
6744,-88.048842,30.699876,188,0.38,37%,39%,1097,72
6745,-82.627977,36.935497,376,0.77,76%,77%,51720,289
6746,-72.095752,41.513101,325,0.22,22%,23%,9011,73
6747,-122.273139,37.806939,106,0,0%,1%,6001,0
6748,-122.193215,37.762936,773,0.47,46%,47%,6001,360
6749,-97.34832,38.071604,67,0.53,51%,55%,20079,35
6750,-117.827234,44.785646,156,0.59,58%,60%,41001,92
6751,-87.189732,35.550816,276,0.52,51%,53%,47119,142
6752,-95.881586,41.263732,91,0.25,23%,26%,19155,22
6753,-92.438038,44.014215,438,0.28,28%,29%,27109,123
6754,-95.933506,41.246895,41,0.51,49%,53%,31055,21
6755,-96.048341,41.297254,130,0.48,46%,49%,31055,62
6756,-95.956762,41.202696,1262,0.59,59%,60%,31055,748
6757,-74.472184,40.484727,602,0.2,20%,21%,34023,122
6758,-73.897158,40.940176,42,0.03,2%,4%,36119,1
6759,-77.565848,40.600977,60,0.51,49%,53%,42087,31
6759,-77.565848,40.600977,60,0.51,49%,53%,42087,31
6761,-90.513505,43.98615,90,0.37,35%,38%,55081,33
6762,-95.648586,39.031397,135,0.6,59%,61%,20177,81
6763,-79.061251,35.918013,401,0.45,44%,45%,37135,179
6764,-81.391232,28.531827,61,0.01,0%,1%,12095,0
6765,-81.38624,28.533543,337,0.46,45%,46%,12095,154
6766,-73.997136,40.30824,0,0,0%,0%,34025,0
6767,-84.337086,35.746243,225,0.67,66%,68%,47105,151
6768,-85.774623,38.226444,1402,0.74,74%,75%,21111,1041
6769,-85.746793,38.243334,217,0.47,46%,48%,21111,101
6770,-85.744029,38.243609,131,0.47,46%,48%,21111,62
6771,-73.930976,40.800433,4919,0.09,8%,9%,36061,423
6772,-73.502915,40.82604,305,0.06,6%,7%,36059,19
6773,-73.964624,40.797166,4875,0.06,6%,6%,36061,292
6774,-74.0047,40.742983,2127,0.06,6%,6%,36061,124
6775,-73.903626,40.667951,3971,0.16,16%,17%,36047,649
6776,-73.90359,40.822652,4738,0.07,7%,7%,36005,342
6777,-73.872281,40.672551,3634,0.11,11%,11%,36047,389
6778,-75.164549,40.009494,50,0.3,28%,32%,42101,15
6779,-75.024208,40.041276,87,0.1,9%,11%,42101,9
6780,-73.923452,40.808686,4405,0.06,6%,7%,36005,285
6781,-73.983861,40.591368,3390,0.07,7%,7%,36047,234
6782,-77.090459,43.046067,60,0.24,23%,26%,36117,15
6783,-74.20514,40.689015,413,0.59,59%,60%,34013,245
6784,-74.188101,40.729559,106,0.25,23%,26%,34013,26
6785,-74.188279,40.730212,76,0.19,18%,21%,34013,15
6786,-74.176774,40.782087,614,0.46,45%,46%,34013,282
6787,-83.261441,42.634099,198,0.61,60%,62%,26125,120
6788,-75.175906,40.030222,144,0.12,11%,13%,42101,18
6789,-97.34545,38.053291,198,0.4,39%,41%,20079,79
6790,-86.257335,41.832873,325,0.62,61%,63%,26021,201
6791,-81.520845,39.746436,30,0.09,8%,10%,39121,3
6792,-76.24967,36.84229,38,0.17,16%,19%,51710,7
6793,-76.249536,36.854789,68,0.56,54%,58%,51710,38
6794,-82.993077,38.73677,86,0.69,67%,70%,39145,59
6795,-76.320012,36.829853,478,0.76,76%,77%,51740,365
6796,-73.659106,41.01081,139,0.01,0%,1%,36119,1
6797,-73.662846,40.997358,269,0.07,6%,7%,36119,18
6798,-118.071276,45.335596,70,0.74,72%,75%,41061,52
6799,-85.678014,30.78594,97,0.48,47%,50%,12059,47
6800,-85.19878,34.272845,0,0,0%,0%,13115,0
6801,-73.910476,41.703026,595,0.27,26%,27%,36027,160
6802,-122.196877,37.75667,335,0.33,32%,34%,6001,110
6803,-100.535474,39.821927,23,0.3,27%,33%,20039,7
6804,-75.478871,44.699039,52,0.33,32%,35%,36089,17
6805,-78.448419,42.082118,301,0.48,47%,48%,36009,143
6806,-92.697695,45.321052,30,0.24,21%,26%,55095,7
6807,-89.524835,34.380784,481,0.49,49%,50%,28071,238
6808,-73.454294,40.756847,157,0.12,12%,13%,36059,19
6809,-78.891599,35.987555,44,0.71,70%,73%,37063,31
6810,-74.779933,40.237937,391,0.45,44%,46%,34021,175
6811,-88.925498,35.965835,387,0.54,53%,55%,47053,209
6812,-94.972654,40.929745,62,0.26,24%,27%,19137,16
6813,-73.992096,40.712315,1296,0.02,2%,2%,36061,28
6814,-73.944991,40.794331,1708,0.07,7%,7%,36061,119
6815,-73.979991,40.717474,5232,0.04,4%,4%,36061,211
6816,-73.904904,40.816546,2344,0.07,6%,7%,36005,155
6817,-73.915055,40.670342,1028,0.06,5%,6%,36047,59
6818,-98.187832,26.129657,132,0.08,7%,9%,48215,11
6819,-84.33616,39.481066,215,0.7,70%,71%,39165,151
6820,-75.152248,39.973101,693,0.5,50%,51%,42101,350
6821,-92.407815,31.333342,204,0.18,18%,19%,22079,37
6822,-94.451199,39.567368,45,0.61,59%,62%,29049,27
6823,-74.521867,39.398521,124,0.35,34%,36%,34001,44
6824,-94.238742,34.582672,346,0.52,51%,53%,5113,179
6825,-77.624956,43.151574,43,0.08,7%,10%,36055,4
6826,-89.092838,42.252557,405,0.68,67%,69%,17201,275
6827,-98.187212,26.203877,0,0,0%,0%,48215,0
6827,-98.187212,26.203877,0,0,0%,0%,48215,0
6829,-81.228379,41.169478,460,0.48,47%,49%,39133,221
6830,-81.344345,41.104774,246,0.5,50%,51%,39133,124
6831,-70.320459,43.700408,1170,0.41,41%,42%,23005,482
6832,-70.254729,43.662466,645,0.34,34%,35%,23005,222
6833,-70.761522,43.072435,244,0.43,42%,44%,33015,105
6834,-98.53286,29.415702,1825,0.14,13%,14%,48029,250
1,-86.270005,33.593192,184,0.58,57%,59%,1115,107
2,-88.139191,33.897685,228,0.46,46%,47%,1075,106
3,-87.688468,30.388345,271,0.62,61%,63%,1003,168
4,-88.161171,30.757377,0,0,0%,0%,1097,0
5,-87.893864,32.821223,0,0,0%,0%,1063,0
6,-88.235911,31.034824,157,0.68,67%,70%,1097,108
7,-92.268849,34.740655,177,0.5,49%,51%,5119,89
8,-118.226455,34.048956,440,0.02,2%,2%,6037,9
9,-118.223516,34.042836,927,0.05,5%,5%,6037,47
10,-122.133739,38.015509,133,0.39,37%,40%,6013,51
11,-121.261404,37.929058,1100,0.35,35%,36%,6077,390
12,-120.981682,37.616094,440,0.24,24%,25%,6099,107
13,-121.438865,36.502501,0,0,0%,0%,6053,0
14,-121.755919,37.682318,402,0.12,12%,12%,6001,48
15,-118.871806,34.180915,189,0.13,12%,13%,6111,24
16,-94.135325,33.683612,291,0.58,57%,59%,5081,169
17,-93.729873,35.300135,77,0.35,34%,37%,5083,27
18,-91.578732,35.304294,64,0.44,43%,46%,5145,28
19,-90.778657,34.995964,292,0.59,58%,60%,5123,172
19,-90.778657,34.995964,292,0.59,58%,60%,5123,172
21,-110.93693,32.213436,766,0.34,34%,35%,4019,263
22,-122.408933,37.796809,342,0.14,14%,15%,6075,49
23,-122.429742,37.761923,103,0.44,43%,45%,6075,45
24,-105.003022,39.738877,627,0.21,21%,22%,8031,133
25,-105.425909,37.20554,142,0.15,14%,16%,8023,21
26,-72.674504,41.781747,150,0.21,21%,22%,9003,32
27,-72.930104,41.318936,0,0,0%,0%,9009,0
28,-72.939217,41.30491,65,0.2,19%,22%,9009,13
29,-73.55652,41.042928,388,0.12,11%,12%,9001,45
30,-73.06523,41.923545,79,0.03,3%,4%,9005,3
